link	new_created	new_id	original_id	source	title	topic_created	topic_id	topic_last
http://ua.interfax.com.ua/news/general/494062.html	1521797307	62060509		ukrnet	"Нацполіція проводить вилучення документів в адмінбудівлі заводу ""АТЕК"""	1521797486	34172962	1521797486
http://www.unn.com.ua/uk/news/1721650-stolichnu-bazu-azovskogo-rukhu-v-ateku-otochili-siloviki	1521797187	62060445		ukrnet	Нацкорпус заявив, що їх базу в АТЕКу оточили силовики	1521797486	34172962	1521797486
http://argumentua.com/novosti/na-bazu-natskorpusa-na-teritor-zavoda-atek-priishli-sl-dch-z-obshukom	1521797007	62060341		ukrnet	На базу Нацкорпуса на території завода АТЕК прийшли слідчі з обшуком	1521797486	34172962	1521797486
https://bykvu.com/bukvy/87781-azov-zayavlyaet-chto-natspolitsiya-blokiruyut-ikh-glavnyj-ofis-siloviki-otritsayut	1521796825	62060252		ukrnet	«Азов» заявляет, что Нацполиция блокируют их главный офис, силовики отрицают	1521797486	34172962	1521797486
https://www.radiosvoboda.org/a/news/29116988.html	1521796407	62059939		ukrnet	Політичні формування не є «предметом зацікавленості» поліції – НПУ про слідчі дії в АТЕКу	1521797486	34172962	1521797486
https://newsone.ua/news/society/obyski-na-baze-natskorpusa-v-kieve-nardep-biletskij-zajavil-ob-izbienii-aktivistov-i-krazhakh-v-politsii-otritsajut.html	1521796407	62059938		ukrnet	Обыски на базе Нацкорпуса в Киеве: нардеп Билецкий заявил об избиении активистов и кражах, в полиции отрицают	1521797486	34172962	1521797486
https://golos.ua/i/603389	1521796406	62059943		ukrnet	«Нацкорпус» перекрыл проспект Победы в Киеве (ФОТО)	1521797486	34172962	1521797486
https://kh.depo.ua/ukr/kh/obshuki-u-sportivnih-chinovnikiv-kernesa-oficiyna-informaciya-prokuraturi-foto-20180323747265	1521797426	62060651		ukrnet	Обшуки у спортивних чиновників Кернеса: Офіційна інформація прокуратури (ФОТО)	1521797426	34174417	1521797426
http://vsviti.com.ua/news/82111	1521797006	62060347		ukrnet	“Уже вбивав”: спливли нові подробиці про “отруту Скрипаля”	1521797006	34170592	1521797006
http://vgolos.com.ua/news/mozok_skrypalya_i_yogo_donky_pid_zagrozoyu_nepopravnyh_zmin__medyky_308589.html	1521794966	62059012		ukrnet	Мозок Скрипаля і його доньки під загрозою непоправних змін, – медики	1521797006	34170592	1521797006
http://www.eurointegration.com.ua/news/2018/03/22/7079177/	1521723985	62040449		ukrnet	Британська рада припинила діяльність в Росії	1521723985	34162981	1521723985
https://informator.news/obshuk-v-ofisi-natskorpusu-spetspryznachentsi-vkraly-bojovi-medali/	1521799768	62062146		ukrnet	"Обшук в офісі «Нацкорпусу»: спецпризначенці вкрали бойові медалі		(ВІДЕО)"	1521799768	34172962	1521799768
https://www.rbc.ua/rus/news/zdanii-bazy-azov-provodyat-obyski-1521799417.html	1521799588	62062070		ukrnet	"В здании базы ""Азов"" проводят обыски"	1521799768	34172962	1521799768
http://www.chas.cv.ua/44171-chernveck-pravoohoronc-provodyat-obshuki-u-primschennyah-nackorpusu-azov.html	1521799286	62061883		ukrnet	Чернівецькі правоохоронці проводять обшуки у приміщеннях нацкорпусу АЗОВ	1521799768	34172962	1521799768
https://glavcom.ua/news/na-atek-de-bazujetsya-azov-vidbuvayutsya-slidchi-diji-483478.html	1521799228	62061784		ukrnet	На АТЕК, де базується «АЗОВ», відбуваються слідчі дії	1521799768	34172962	1521799768
http://insidernews.info/gruzinskij-legion-snova-atakuyut/	1521798567	62061369		ukrnet	«Грузинский легион» снова атакуют	1521799768	34172962	1521799768
https://112.ua/glavnye-novosti/policiya-provodit-obyski-na-baze-nackorpusa-na-territorii-zavoda-atek-v-kieve-438656.html	1521798326	62061219		ukrnet	"Полиция проводит обыски на базе ""Нацкорпуса"" на территории завода ""АТЭК"" в Киеве"	1521799768	34172962	1521799768
https://fakty.ictv.ua/ua/ukraine/20180323-obshuky-na-zavodi-atek-natspolitsiya-provodyt-vyyimku-dokumentiv/	1521798028	62061011		ukrnet	Обшуки на заводі АТЕК: Нацполіція проводить виїмку документів	1521799768	34172962	1521799768
http://novosti.dn.ua/news/280292-polycyya-provodyt-obysky-v-kyevskom-shtabe-nackorpusa	1521798027	62061017		ukrnet	Полиция проводит обыски в киевском штабе «Нацкорпуса»	1521799768	34172962	1521799768
http://gordonua.com/news/politics/prokuratura-schitaet-chto-na-vole-savchenko-mozhet-povliyat-na-hod-sledstviya-237989.html	1521799706	62062138		ukrnet	Прокуратура считает, что на воле Савченко может повлиять на ход следствия	1521799706	34174953	1521799706
https://www.pravda.com.ua/news/2018/03/23/7175579/	1521799527	62062028		ukrnet	Савченко загрожує довічне ув’язнення – прокурор	1521799706	34174953	1521799706
http://ua1.com.ua/politics/sud-vipustiv-savchenko-iz-klitki-41342.html	1521799107	62061719		ukrnet	Суд випустив Савченко із клітки	1521799706	34174953	1521799706
http://hromadske.ua/posts/prokurory-vymahaiut-vziaty-pid-vartu-nadiiu-savchenko-bez-mozhlyvosti-zastavy	1521798926	62061622		ukrnet	Прокурори вимагають взяти під варту Савченко без можливості застави	1521799706	34174953	1521799706
http://ua.interfax.com.ua/news/general/494107.html	1521801567	62063175		ukrnet	Зброю із зони АТО перевозили для визначення її походження, - Савченко	1521801746	34175713	1521801746
https://zik.ua/news/2018/03/23/savchenko__element_gibrydnoi_viyny_yakyy_rosiya_rozigruie_shche_z_2014_roku__1291157	1521798805	62061550		ukrnet	Савченко – елемент гібридної війни, який Росія розігрує ще з 2014 року, – Лапін	1521799706	34174953	1521799706
https://112.ua/glavnye-novosti/savchenko-planirovala-pokusheniya-na-avakova-i-turchinova--prokuror-438658.html	1521798626	62061433		ukrnet	Савченко планировала покушения на Авакова и Турчинова, – прокурор	1521799706	34174953	1521799706
